Day	SD4neg	SD3neg	SD2neg	SD1neg	SD0	SD1	SD2	SD3	SD4
1009	43.597	45.005	46.412	47.820	49.228	50.636	52.044	53.452	54.860
1010	43.599	45.007	46.415	47.823	49.231	50.639	52.047	53.455	54.863
1011	43.602	45.010	46.418	47.826	49.234	50.642	52.050	53.458	54.866
1012	43.604	45.012	46.421	47.829	49.237	50.645	52.053	53.461	54.870
1013	43.607	45.015	46.423	47.831	49.240	50.648	52.056	53.464	54.873
1014	43.609	45.017	46.426	47.834	49.242	50.651	52.059	53.468	54.876
1015	43.610	45.019	46.428	47.836	49.245	50.654	52.063	53.472	54.881
1016	43.612	45.021	46.430	47.839	49.248	50.657	52.066	53.475	54.884
1017	43.615	45.024	46.433	47.842	49.251	50.660	52.069	53.478	54.887
1018	43.617	45.026	46.435	47.845	49.254	50.663	52.072	53.481	54.890
1019	43.620	45.029	46.438	47.847	49.257	50.666	52.075	53.484	54.894
1020	43.622	45.031	46.441	47.850	49.259	50.669	52.078	53.487	54.897
1021	43.625	45.034	46.443	47.853	49.262	50.672	52.081	53.490	54.900
1022	43.627	45.037	46.446	47.856	49.265	50.674	52.084	53.493	54.903
1023	43.628	45.038	46.448	47.858	49.268	50.678	52.088	53.498	54.908
1024	43.630	45.040	46.450	47.860	49.271	50.681	52.091	53.501	54.911
1025	43.633	45.043	46.453	47.863	49.273	50.684	52.094	53.504	54.914
1026	43.635	45.045	46.456	47.866	49.276	50.686	52.097	53.507	54.917
1027	43.638	45.048	46.458	47.869	49.279	50.689	52.100	53.510	54.920
1028	43.640	45.050	46.461	47.871	49.282	50.692	52.103	53.513	54.924
1029	43.642	45.053	46.463	47.874	49.284	50.695	52.106	53.516	54.927
1030	43.645	45.055	46.466	47.877	49.287	50.698	52.109	53.519	54.930
1031	43.645	45.057	46.468	47.879	49.290	50.701	52.112	53.524	54.935
1032	43.648	45.059	46.470	47.882	49.293	50.704	52.115	53.527	54.938
1033	43.650	45.062	46.473	47.884	49.296	50.707	52.118	53.530	54.941
1034	43.653	45.064	46.475	47.887	49.298	50.710	52.121	53.533	54.944
1035	43.655	45.067	46.478	47.890	49.301	50.713	52.124	53.536	54.947
1036	43.658	45.069	46.481	47.892	49.304	50.715	52.127	53.539	54.950
1037	43.660	45.072	46.483	47.895	49.307	50.718	52.130	53.542	54.953
1038	43.660	45.073	46.485	47.897	49.309	50.722	52.134	53.546	54.958
1039	43.663	45.075	46.487	47.900	49.312	50.724	52.137	53.549	54.961
1040	43.665	45.078	46.490	47.902	49.315	50.727	52.140	53.552	54.964
1041	43.668	45.080	46.493	47.905	49.318	50.730	52.142	53.555	54.967
1042	43.670	45.083	46.495	47.908	49.320	50.733	52.145	53.558	54.970
1043	43.672	45.085	46.498	47.910	49.323	50.736	52.148	53.561	54.973
1044	43.675	45.088	46.500	47.913	49.326	50.738	52.151	53.564	54.976
1045	43.677	45.090	46.503	47.916	49.328	50.741	52.154	53.567	54.979
1046	43.678	45.091	46.504	47.918	49.331	50.744	52.158	53.571	54.984
1047	43.680	45.094	46.507	47.920	49.334	50.747	52.161	53.574	54.987
1048	43.683	45.096	46.510	47.923	49.336	50.750	52.163	53.577	54.990
1049	43.685	45.098	46.512	47.926	49.339	50.753	52.166	53.580	54.993
1050	43.687	45.101	46.515	47.928	49.342	50.756	52.169	53.583	54.996
1051	43.690	45.103	46.517	47.931	49.345	50.758	52.172	53.586	54.999
1052	43.692	45.106	46.520	47.933	49.347	50.761	52.175	53.589	55.002
1053	43.694	45.108	46.522	47.936	49.350	50.764	52.178	53.592	55.005
1054	43.695	45.109	46.524	47.938	49.353	50.767	52.181	53.596	55.010
1055	43.697	45.112	46.526	47.941	49.355	50.770	52.184	53.599	55.013
1056	43.700	45.114	46.529	47.943	49.358	50.772	52.187	53.602	55.016
1057	43.702	45.117	46.531	47.946	49.361	50.775	52.190	53.605	55.019
1058	43.704	45.119	46.534	47.949	49.363	50.778	52.193	53.608	55.022
1059	43.707	45.121	46.536	47.951	49.366	50.781	52.196	53.610	55.025
1060	43.709	45.124	46.539	47.954	49.369	50.784	52.198	53.613	55.028
1061	43.709	45.125	46.540	47.956	49.371	50.787	52.202	53.618	55.033
1062	43.712	45.127	46.543	47.958	49.374	50.789	52.205	53.621	55.036
1063	43.714	45.130	46.545	47.961	49.376	50.792	52.208	53.623	55.039
1064	43.716	45.132	46.548	47.963	49.379	50.795	52.211	53.626	55.042
1065	43.719	45.134	46.550	47.966	49.382	50.798	52.213	53.629	55.045
1066	43.721	45.137	46.553	47.969	49.384	50.800	52.216	53.632	55.048
1067	43.723	45.139	46.555	47.971	49.387	50.803	52.219	53.635	55.051
1068	43.726	45.142	46.558	47.974	49.390	50.806	52.222	53.638	55.054
1069	43.726	45.143	46.559	47.976	49.392	50.809	52.225	53.642	55.059
1070	43.728	45.145	46.562	47.978	49.395	50.812	52.228	53.645	55.062
1071	43.731	45.147	46.564	47.981	49.398	50.814	52.231	53.648	55.064
1072	43.733	45.150	46.567	47.983	49.400	50.817	52.234	53.651	55.067
1073	43.735	45.152	46.569	47.986	49.403	50.820	52.237	53.653	55.070
1074	43.738	45.155	46.572	47.988	49.405	50.822	52.239	53.656	55.073
1075	43.740	45.157	46.574	47.991	49.408	50.825	52.242	53.659	55.076
1076	43.742	45.159	46.576	47.994	49.411	50.828	52.245	53.662	55.079
1077	43.743	45.160	46.578	47.996	49.413	50.831	52.249	53.666	55.084
1078	43.745	45.163	46.580	47.998	49.416	50.834	52.251	53.669	55.087
1079	43.747	45.165	46.583	48.001	49.418	50.836	52.254	53.672	55.090
1080	43.749	45.167	46.585	48.003	49.421	50.839	52.257	53.675	55.093
1081	43.752	45.170	46.588	48.006	49.424	50.841	52.259	53.677	55.095
1082	43.754	45.172	46.590	48.008	49.426	50.844	52.262	53.680	55.098
1083	43.756	45.174	46.592	48.011	49.429	50.847	52.265	53.683	55.101
1084	43.759	45.177	46.595	48.013	49.431	50.849	52.268	53.686	55.104
1085	43.759	45.178	46.596	48.015	49.434	50.853	52.271	53.690	55.109
1086	43.761	45.180	46.599	48.018	49.436	50.855	52.274	53.693	55.112
1087	43.763	45.182	46.601	48.020	49.439	50.858	52.277	53.696	55.115
1088	43.766	45.185	46.604	48.023	49.442	50.860	52.279	53.698	55.117
1089	43.768	45.187	46.606	48.025	49.444	50.863	52.282	53.701	55.120
1090	43.770	45.189	46.608	48.027	49.447	50.866	52.285	53.704	55.123
1091	43.772	45.192	46.611	48.030	49.449	50.868	52.288	53.707	55.126
1092	43.775	45.194	46.613	48.032	49.452	50.871	52.290	53.709	55.129
1093	43.775	45.195	46.615	48.034	49.454	50.874	52.294	53.714	55.134
1094	43.777	45.197	46.617	48.037	49.457	50.877	52.297	53.717	55.136
1095	43.779	45.199	46.619	48.039	49.459	50.879	52.299	53.719	55.139
1096	43.782	45.202	46.622	48.042	49.462	50.882	52.302	53.722	55.142
1097	43.784	45.204	46.624	48.044	49.464	50.885	52.305	53.725	55.145
1098	43.786	45.206	46.627	48.047	49.467	50.887	52.307	53.727	55.148
1099	43.788	45.209	46.629	48.049	49.469	50.890	52.310	53.730	55.150
1100	43.791	45.211	46.631	48.052	49.472	50.892	52.313	53.733	55.153
1101	43.791	45.212	46.633	48.054	49.474	50.895	52.316	53.737	55.158
1102	43.793	45.214	46.635	48.056	49.477	50.898	52.319	53.740	55.161
1103	43.795	45.216	46.637	48.058	49.480	50.901	52.322	53.743	55.164
1104	43.798	45.219	46.640	48.061	49.482	50.903	52.324	53.745	55.166
1105	43.800	45.221	46.642	48.063	49.484	50.906	52.327	53.748	55.169
1106	43.802	45.223	46.644	48.066	49.487	50.908	52.330	53.751	55.172
1107	43.804	45.225	46.647	48.068	49.490	50.911	52.332	53.754	55.175
1108	43.806	45.228	46.649	48.071	49.492	50.913	52.335	53.756	55.178
1109	43.807	45.228	46.650	48.072	49.494	50.916	52.338	53.760	55.182
1110	43.809	45.231	46.653	48.075	49.497	50.919	52.341	53.763	55.185
1111	43.811	45.233	46.655	48.077	49.499	50.922	52.344	53.766	55.188
1112	43.813	45.235	46.658	48.080	49.502	50.924	52.346	53.768	55.191
1113	43.815	45.238	46.660	48.082	49.504	50.927	52.349	53.771	55.193
1114	43.817	45.240	46.662	48.084	49.507	50.929	52.351	53.774	55.196
1115	43.820	45.242	46.664	48.087	49.509	50.932	52.354	53.777	55.199
1116	43.822	45.244	46.667	48.089	49.512	50.934	52.357	53.779	55.202
1117	43.822	45.245	46.668	48.091	49.514	50.937	52.360	53.783	55.206
1118	43.824	45.247	46.670	48.094	49.517	50.940	52.363	53.786	55.209
1119	43.826	45.250	46.673	48.096	49.519	50.942	52.365	53.789	55.212
1120	43.829	45.252	46.675	48.098	49.522	50.945	52.368	53.791	55.215
1121	43.831	45.254	46.677	48.101	49.524	50.947	52.371	53.794	55.217
1122	43.833	45.256	46.680	48.103	49.526	50.950	52.373	53.797	55.220
1123	43.835	45.259	46.682	48.105	49.529	50.952	52.376	53.799	55.223
1124	43.837	45.261	46.684	48.108	49.531	50.955	52.378	53.802	55.226
1125	43.837	45.262	46.686	48.110	49.534	50.958	52.382	53.806	55.230
1126	43.840	45.264	46.688	48.112	49.536	50.960	52.385	53.809	55.233
1127	43.842	45.266	46.690	48.114	49.539	50.963	52.387	53.811	55.236
1128	43.844	45.268	46.692	48.117	49.541	50.965	52.390	53.814	55.238
1129	43.846	45.270	46.695	48.119	49.544	50.968	52.392	53.817	55.241
1130	43.848	45.273	46.697	48.121	49.546	50.970	52.395	53.819	55.244
1131	43.850	45.275	46.699	48.124	49.548	50.973	52.397	53.822	55.246
1132	43.852	45.277	46.702	48.126	49.551	50.975	52.400	53.825	55.249
1133	43.853	45.278	46.703	48.128	49.553	50.978	52.404	53.829	55.254
1134	43.855	45.280	46.705	48.130	49.556	50.981	52.406	53.831	55.256
1135	43.857	45.282	46.707	48.133	49.558	50.983	52.409	53.834	55.259
1136	43.859	45.284	46.710	48.135	49.560	50.986	52.411	53.836	55.262
1137	43.861	45.287	46.712	48.137	49.563	50.988	52.414	53.839	55.265
1138	43.863	45.289	46.714	48.140	49.565	50.991	52.416	53.842	55.267
1139	43.865	45.291	46.716	48.142	49.568	50.993	52.419	53.844	55.270
1140	43.867	45.293	46.719	48.144	49.570	50.996	52.421	53.847	55.273
1141	43.868	45.294	46.720	48.146	49.572	50.998	52.425	53.851	55.277
1142	43.870	45.296	46.722	48.148	49.575	51.001	52.427	53.853	55.280
1143	43.872	45.298	46.724	48.151	49.577	51.003	52.430	53.856	55.282
1144	43.874	45.300	46.727	48.153	49.580	51.006	52.432	53.859	55.285
1145	43.876	45.302	46.729	48.155	49.582	51.008	52.435	53.861	55.288
1146	43.878	45.305	46.731	48.158	49.584	51.011	52.437	53.864	55.290
1147	43.880	45.307	46.733	48.160	49.587	51.013	52.440	53.866	55.293
1148	43.882	45.309	46.736	48.162	49.589	51.016	52.442	53.869	55.296
1149	43.882	45.310	46.737	48.164	49.591	51.019	52.446	53.873	55.300
1150	43.884	45.312	46.739	48.166	49.594	51.021	52.448	53.876	55.303
1151	43.887	45.314	46.741	48.169	49.596	51.023	52.451	53.878	55.306
1152	43.889	45.316	46.744	48.171	49.598	51.026	52.453	53.881	55.308
1153	43.891	45.318	46.746	48.173	49.601	51.028	52.456	53.883	55.311
1154	43.893	45.320	46.748	48.176	49.603	51.031	52.458	53.886	55.313
1155	43.895	45.322	46.750	48.178	49.605	51.033	52.461	53.888	55.316
1156	43.897	45.325	46.752	48.180	49.608	51.036	52.463	53.891	55.319
1157	43.899	45.327	46.755	48.182	49.610	51.038	52.466	53.893	55.321
1158	43.899	45.327	46.756	48.184	49.612	51.041	52.469	53.898	55.326
1159	43.901	45.330	46.758	48.186	49.615	51.043	52.472	53.900	55.328
1160	43.903	45.332	46.760	48.189	49.617	51.046	52.474	53.903	55.331
1161	43.905	45.334	46.762	48.191	49.620	51.048	52.477	53.905	55.334
1162	43.907	45.336	46.765	48.193	49.622	51.050	52.479	53.908	55.336
1163	43.909	45.338	46.767	48.195	49.624	51.053	52.481	53.910	55.339
1164	43.911	45.340	46.769	48.198	49.626	51.055	52.484	53.913	55.341
1165	43.913	45.342	46.771	48.200	49.629	51.058	52.486	53.915	55.344
1166	43.914	45.343	46.772	48.202	49.631	51.060	52.490	53.919	55.349
1167	43.916	45.345	46.775	48.204	49.633	51.063	52.492	53.922	55.351
1168	43.918	45.347	46.777	48.206	49.636	51.065	52.495	53.924	55.354
1169	43.920	45.349	46.779	48.208	49.638	51.068	52.497	53.927	55.356
1170	43.922	45.351	46.781	48.211	49.640	51.070	52.500	53.929	55.359
1171	43.924	45.353	46.783	48.213	49.643	51.072	52.502	53.932	55.361
1172	43.926	45.356	46.785	48.215	49.645	51.075	52.504	53.934	55.364
1173	43.928	45.358	46.788	48.217	49.647	51.077	52.507	53.937	55.367
1174	43.928	45.358	46.789	48.219	49.650	51.080	52.510	53.941	55.371
1175	43.930	45.360	46.791	48.221	49.652	51.082	52.513	53.943	55.374
1176	43.932	45.362	46.793	48.223	49.654	51.085	52.515	53.946	55.376
1177	43.934	45.365	46.795	48.226	49.656	51.087	52.517	53.948	55.379
1178	43.936	45.367	46.797	48.228	49.659	51.089	52.520	53.951	55.381
1179	43.938	45.369	46.799	48.230	49.661	51.092	52.522	53.953	55.384
1180	43.940	45.371	46.802	48.232	49.663	51.094	52.525	53.955	55.386
1181	43.942	45.373	46.804	48.235	49.665	51.096	52.527	53.958	55.389
1182	43.942	45.373	46.805	48.236	49.668	51.099	52.531	53.962	55.393
1183	43.944	45.376	46.807	48.239	49.670	51.101	52.533	53.964	55.396
1184	43.946	45.378	46.809	48.241	49.672	51.104	52.535	53.967	55.398
1185	43.948	45.380	46.811	48.243	49.674	51.106	52.538	53.969	55.401
1186	43.950	45.382	46.813	48.245	49.677	51.108	52.540	53.972	55.403
1187	43.952	45.384	46.816	48.247	49.679	51.111	52.542	53.974	55.406
1188	43.954	45.386	46.818	48.249	49.681	51.113	52.545	53.977	55.408
1189	43.956	45.388	46.820	48.252	49.684	51.115	52.547	53.979	55.411
1190	43.958	45.390	46.822	48.254	49.686	51.118	52.550	53.982	55.413
1191	43.958	45.390	46.823	48.255	49.688	51.121	52.553	53.986	55.418
1192	43.960	45.392	46.825	48.258	49.690	51.123	52.555	53.988	55.420
1193	43.962	45.395	46.827	48.260	49.692	51.125	52.558	53.990	55.423
1194	43.964	45.397	46.829	48.262	49.695	51.127	52.560	53.993	55.425
1195	43.966	45.399	46.831	48.264	49.697	51.130	52.562	53.995	55.428
1196	43.968	45.401	46.834	48.266	49.699	51.132	52.565	53.998	55.431
1197	43.970	45.403	46.836	48.269	49.701	51.134	52.567	54.000	55.433
1198	43.972	45.405	46.838	48.271	49.704	51.137	52.570	54.002	55.435
1199	43.972	45.405	46.839	48.272	49.706	51.139	52.573	54.006	55.440
1200	43.974	45.407	46.841	48.275	49.708	51.142	52.575	54.009	55.442
1201	43.976	45.409	46.843	48.277	49.710	51.144	52.578	54.011	55.445
1202	43.978	45.411	46.845	48.279	49.712	51.146	52.580	54.014	55.447
1203	43.980	45.413	46.847	48.281	49.715	51.148	52.582	54.016	55.450
1204	43.982	45.415	46.849	48.283	49.717	51.151	52.585	54.018	55.452
1205	43.984	45.417	46.851	48.285	49.719	51.153	52.587	54.021	55.455
1206	43.985	45.419	46.853	48.287	49.721	51.155	52.589	54.023	55.457
1207	43.987	45.421	46.855	48.289	49.724	51.158	52.592	54.026	55.460
1208	43.987	45.422	46.857	48.291	49.726	51.160	52.595	54.029	55.464
1209	43.989	45.424	46.859	48.293	49.728	51.163	52.597	54.032	55.466
1210	43.991	45.426	46.861	48.295	49.730	51.165	52.600	54.034	55.469
1211	43.993	45.428	46.863	48.298	49.732	51.167	52.602	54.037	55.471
1212	43.995	45.430	46.865	48.300	49.734	51.169	52.604	54.039	55.474
1213	43.997	45.432	46.867	48.302	49.737	51.172	52.607	54.041	55.476
1214	43.999	45.434	46.869	48.304	49.739	51.174	52.609	54.044	55.479
1215	44.001	45.436	46.871	48.306	49.741	51.176	52.611	54.046	55.481
1216	44.001	45.437	46.872	48.308	49.743	51.179	52.614	54.050	55.486
1217	44.003	45.438	46.874	48.310	49.745	51.181	52.617	54.052	55.488
1218	44.005	45.440	46.876	48.312	49.748	51.183	52.619	54.055	55.490
1219	44.007	45.442	46.878	48.314	49.750	51.186	52.621	54.057	55.493
1220	44.009	45.444	46.880	48.316	49.752	51.188	52.624	54.060	55.495
1221	44.010	45.446	46.882	48.318	49.754	51.190	52.626	54.062	55.498
1222	44.012	45.448	46.884	48.320	49.756	51.192	52.628	54.064	55.500
1223	44.014	45.450	46.886	48.322	49.758	51.194	52.630	54.066	55.503
1224	44.016	45.452	46.888	48.325	49.761	51.197	52.633	54.069	55.505
1225	44.016	45.453	46.889	48.326	49.763	51.199	52.636	54.073	55.509
1226	44.018	45.455	46.891	48.328	49.765	51.202	52.638	54.075	55.512
1227	44.020	45.457	46.894	48.330	49.767	51.204	52.641	54.077	55.514
1228	44.022	45.459	46.896	48.332	49.769	51.206	52.643	54.080	55.517
1229	44.024	45.461	46.898	48.334	49.771	51.208	52.645	54.082	55.519
1230	44.026	45.463	46.900	48.337	49.774	51.210	52.647	54.084	55.521
1231	44.028	45.465	46.902	48.339	49.776	51.213	52.650	54.087	55.524
1232	44.029	45.467	46.904	48.341	49.778	51.215	52.652	54.089	55.526
1233	44.031	45.468	46.906	48.343	49.780	51.217	52.654	54.091	55.528
1234	44.031	45.469	46.907	48.344	49.782	51.220	52.658	54.095	55.533
1235	44.033	45.471	46.909	48.346	49.784	51.222	52.660	54.098	55.535
1236	44.035	45.473	46.911	48.348	49.786	51.224	52.662	54.100	55.538
1237	44.037	45.475	46.913	48.351	49.788	51.226	52.664	54.102	55.540
1238	44.039	45.477	46.915	48.353	49.791	51.229	52.667	54.104	55.542
1239	44.041	45.479	46.917	48.355	49.793	51.231	52.669	54.107	55.545
1240	44.043	45.481	46.919	48.357	49.795	51.233	52.671	54.109	55.547
1241	44.044	45.483	46.921	48.359	49.797	51.235	52.673	54.111	55.550
1242	44.044	45.483	46.922	48.360	49.799	51.238	52.676	54.115	55.554
1243	44.046	45.485	46.924	48.362	49.801	51.240	52.679	54.117	55.556
1244	44.048	45.487	46.926	48.364	49.803	51.242	52.681	54.120	55.559
1245	44.050	45.489	46.928	48.367	49.805	51.244	52.683	54.122	55.561
1246	44.052	45.491	46.930	48.369	49.808	51.246	52.685	54.124	55.563
1247	44.054	45.493	46.932	48.371	49.810	51.249	52.688	54.127	55.566
1248	44.055	45.495	46.934	48.373	49.812	51.251	52.690	54.129	55.568
1249	44.057	45.496	46.936	48.375	49.814	51.253	52.692	54.131	55.570
1250	44.059	45.498	46.938	48.377	49.816	51.255	52.694	54.133	55.573
1251	44.059	45.499	46.939	48.378	49.818	51.258	52.697	54.137	55.577
1252	44.061	45.501	46.940	48.380	49.820	51.260	52.700	54.140	55.579
1253	44.063	45.503	46.942	48.382	49.822	51.262	52.702	54.142	55.582
1254	44.065	45.505	46.944	48.384	49.824	51.264	52.704	54.144	55.584
1255	44.066	45.506	46.946	48.386	49.826	51.266	52.706	54.146	55.586
1256	44.068	45.508	46.948	48.388	49.828	51.269	52.709	54.149	55.589
1257	44.070	45.510	46.950	48.390	49.830	51.271	52.711	54.151	55.591
1258	44.072	45.512	46.952	48.392	49.833	51.273	52.713	54.153	55.593
1259	44.074	45.514	46.954	48.394	49.835	51.275	52.715	54.155	55.596
1260	44.074	45.514	46.955	48.396	49.837	51.278	52.718	54.159	55.600
1261	44.076	45.516	46.957	48.398	49.839	51.280	52.721	54.161	55.602
1262	44.077	45.518	46.959	48.400	49.841	51.282	52.723	54.164	55.605
1263	44.079	45.520	46.961	48.402	49.843	51.284	52.725	54.166	55.607
1264	44.081	45.522	46.963	48.404	49.845	51.286	52.727	54.168	55.609
1265	44.083	45.524	46.965	48.406	49.847	51.288	52.729	54.170	55.611
1266	44.085	45.526	46.967	48.408	49.849	51.290	52.731	54.173	55.614
1267	44.086	45.528	46.969	48.410	49.851	51.292	52.734	54.175	55.616
1268	44.088	45.530	46.971	48.412	49.853	51.295	52.736	54.177	55.618
1269	44.088	45.530	46.972	48.414	49.855	51.297	52.739	54.181	55.623
1270	44.090	45.532	46.974	48.416	49.857	51.299	52.741	54.183	55.625
1271	44.092	45.534	46.976	48.418	49.860	51.301	52.743	54.185	55.627
1272	44.094	45.536	46.978	48.420	49.862	51.303	52.745	54.187	55.629
1273	44.095	45.537	46.979	48.421	49.864	51.306	52.748	54.190	55.632
1274	44.097	45.539	46.981	48.423	49.866	51.308	52.750	54.192	55.634
1275	44.099	45.541	46.983	48.425	49.868	51.310	52.752	54.194	55.636
1276	44.101	45.543	46.985	48.427	49.870	51.312	52.754	54.196	55.639
1277	44.103	45.545	46.987	48.429	49.872	51.314	52.756	54.199	55.641
1278	44.102	45.545	46.988	48.431	49.874	51.317	52.759	54.202	55.645
1279	44.104	45.547	46.990	48.433	49.876	51.319	52.762	54.205	55.647
1280	44.106	45.549	46.992	48.435	49.878	51.321	52.764	54.207	55.650
1281	44.108	45.551	46.994	48.437	49.880	51.323	52.766	54.209	55.652
1282	44.110	45.553	46.996	48.439	49.882	51.325	52.768	54.211	55.654
1283	44.111	45.554	46.998	48.441	49.884	51.327	52.770	54.213	55.656
1284	44.113	45.556	47.000	48.443	49.886	51.329	52.772	54.215	55.659
1285	44.115	45.558	47.001	48.445	49.888	51.331	52.774	54.218	55.661
1286	44.117	45.560	47.003	48.447	49.890	51.333	52.777	54.220	55.663
1287	44.116	45.560	47.004	48.448	49.892	51.336	52.780	54.224	55.667
1288	44.118	45.562	47.006	48.450	49.894	51.338	52.782	54.226	55.670
1289	44.120	45.564	47.008	48.452	49.896	51.340	52.784	54.228	55.672
1290	44.122	45.566	47.010	48.454	49.898	51.342	52.786	54.230	55.674
1291	44.124	45.568	47.012	48.456	49.900	51.344	52.788	54.232	55.676
1292	44.125	45.570	47.014	48.458	49.902	51.346	52.790	54.234	55.679
1293	44.127	45.571	47.016	48.460	49.904	51.348	52.792	54.237	55.681
1294	44.129	45.573	47.017	48.462	49.906	51.350	52.795	54.239	55.683
1295	44.131	45.575	47.019	48.464	49.908	51.352	52.797	54.241	55.685
1296	44.130	45.575	47.020	48.465	49.910	51.355	52.800	54.245	55.690
1297	44.132	45.577	47.022	48.467	49.912	51.357	52.802	54.247	55.692
1298	44.134	45.579	47.024	48.469	49.914	51.359	52.804	54.249	55.694
1299	44.136	45.581	47.026	48.471	49.916	51.361	52.806	54.251	55.696
1300	44.137	45.583	47.028	48.473	49.918	51.363	52.808	54.253	55.698
1301	44.139	45.584	47.030	48.475	49.920	51.365	52.810	54.255	55.701
1302	44.141	45.586	47.031	48.477	49.922	51.367	52.812	54.258	55.703
1303	44.143	45.588	47.033	48.479	49.924	51.369	52.814	54.260	55.705
1304	44.144	45.590	47.035	48.481	49.926	51.371	52.817	54.262	55.707
1305	44.144	45.590	47.036	48.482	49.928	51.374	52.820	54.266	55.711
1306	44.146	45.592	47.038	48.484	49.930	51.376	52.822	54.268	55.714
1307	44.148	45.594	47.040	48.486	49.932	51.378	52.824	54.270	55.716
1308	44.149	45.596	47.042	48.488	49.934	51.380	52.826	54.272	55.718
1309	44.151	45.597	47.043	48.490	49.936	51.382	52.828	54.274	55.720
1310	44.153	45.599	47.045	48.492	49.938	51.384	52.830	54.276	55.722
1311	44.155	45.601	47.047	48.493	49.940	51.386	52.832	54.278	55.725
1312	44.156	45.603	47.049	48.495	49.942	51.388	52.834	54.281	55.727
1313	44.158	45.605	47.051	48.497	49.944	51.390	52.836	54.283	55.729
1314	44.158	45.605	47.052	48.499	49.946	51.392	52.839	54.286	55.733
1315	44.160	45.607	47.054	48.501	49.948	51.394	52.841	54.288	55.735
1316	44.161	45.608	47.055	48.502	49.949	51.396	52.843	54.291	55.738
1317	44.163	45.610	47.057	48.504	49.951	51.398	52.846	54.293	55.740
1318	44.165	45.612	47.059	48.506	49.953	51.400	52.848	54.295	55.742
1319	44.166	45.614	47.061	48.508	49.955	51.403	52.850	54.297	55.744
1320	44.168	45.615	47.063	48.510	49.957	51.404	52.852	54.299	55.746
1321	44.170	45.617	47.065	48.512	49.959	51.407	52.854	54.301	55.748
1322	44.172	45.619	47.066	48.514	49.961	51.408	52.856	54.303	55.751
1323	44.171	45.619	47.067	48.515	49.963	51.411	52.859	54.307	55.755
1324	44.173	45.621	47.069	48.517	49.965	51.413	52.861	54.309	55.757
1325	44.175	45.623	47.071	48.519	49.967	51.415	52.863	54.311	55.759
1326	44.176	45.625	47.073	48.521	49.969	51.417	52.865	54.313	55.761
1327	44.178	45.626	47.074	48.523	49.971	51.419	52.867	54.315	55.763
1328	44.180	45.628	47.076	48.524	49.973	51.421	52.869	54.317	55.766
1329	44.182	45.630	47.078	48.526	49.975	51.423	52.871	54.319	55.768
1330	44.183	45.632	47.080	48.528	49.976	51.425	52.873	54.321	55.770
1331	44.185	45.633	47.082	48.530	49.978	51.427	52.875	54.324	55.772
1332	44.185	45.634	47.083	48.531	49.980	51.429	52.878	54.327	55.776
1333	44.186	45.635	47.084	48.533	49.982	51.431	52.880	54.329	55.778
1334	44.188	45.637	47.086	48.535	49.984	51.433	52.882	54.331	55.780
1335	44.190	45.639	47.088	48.537	49.986	51.435	52.884	54.333	55.782
1336	44.191	45.641	47.090	48.539	49.988	51.437	52.886	54.335	55.785
1337	44.193	45.642	47.092	48.541	49.990	51.439	52.888	54.338	55.787
1338	44.195	45.644	47.093	48.543	49.992	51.441	52.890	54.340	55.789
1339	44.197	45.646	47.095	48.544	49.994	51.443	52.892	54.342	55.791
1340	44.198	45.648	47.097	48.546	49.996	51.445	52.894	54.344	55.793
1341	44.198	45.648	47.098	48.548	49.998	51.448	52.897	54.347	55.797
1342	44.200	45.650	47.100	48.550	50.000	51.449	52.899	54.349	55.799
1343	44.201	45.651	47.101	48.551	50.001	51.451	52.901	54.352	55.802
1344	44.203	45.653	47.103	48.553	50.003	51.453	52.903	54.354	55.804
1345	44.205	45.655	47.105	48.555	50.005	51.455	52.905	54.356	55.806
1346	44.206	45.656	47.107	48.557	50.007	51.457	52.907	54.358	55.808
1347	44.208	45.658	47.108	48.559	50.009	51.459	52.909	54.360	55.810
1348	44.210	45.660	47.110	48.560	50.011	51.461	52.911	54.362	55.812
1349	44.211	45.662	47.112	48.562	50.013	51.463	52.913	54.364	55.814
1350	44.213	45.663	47.114	48.564	50.015	51.465	52.915	54.366	55.816
1351	44.213	45.664	47.115	48.566	50.016	51.467	52.918	54.369	55.820
1352	44.214	45.665	47.116	48.567	50.018	51.469	52.920	54.371	55.822
1353	44.216	45.667	47.118	48.569	50.020	51.471	52.922	54.373	55.825
1354	44.218	45.669	47.120	48.571	50.022	51.473	52.924	54.376	55.827
1355	44.219	45.670	47.122	48.573	50.024	51.475	52.926	54.378	55.829
1356	44.221	45.672	47.123	48.575	50.026	51.477	52.928	54.380	55.831
1357	44.222	45.674	47.125	48.576	50.028	51.479	52.930	54.382	55.833
1358	44.224	45.676	47.127	48.578	50.030	51.481	52.932	54.384	55.835
1359	44.226	45.677	47.129	48.580	50.031	51.483	52.934	54.386	55.837
1360	44.225	45.677	47.129	48.581	50.033	51.485	52.937	54.389	55.841
1361	44.227	45.679	47.131	48.583	50.035	51.487	52.939	54.391	55.843
1362	44.229	45.681	47.133	48.585	50.037	51.489	52.941	54.393	55.845
1363	44.230	45.683	47.135	48.587	50.039	51.491	52.943	54.395	55.847
1364	44.232	45.684	47.136	48.589	50.041	51.493	52.945	54.397	55.849
1365	44.234	45.686	47.138	48.590	50.043	51.495	52.947	54.399	55.852
