Day	SD4neg	SD3neg	SD2neg	SD1neg	SD0	SD1	SD2	SD3	SD4
1723	44.658	46.144	47.630	49.116	50.602	52.088	53.575	55.061	56.547
1724	44.659	46.145	47.631	49.117	50.604	52.090	53.576	55.062	56.549
1725	44.660	46.146	47.632	49.119	50.605	52.091	53.578	55.064	56.550
1726	44.661	46.147	47.634	49.120	50.606	52.093	53.579	55.065	56.552
1727	44.662	46.149	47.635	49.121	50.608	52.094	53.580	55.067	56.553
1728	44.663	46.150	47.636	49.123	50.609	52.095	53.582	55.068	56.555
1729	44.665	46.151	47.638	49.124	50.610	52.097	53.583	55.070	56.556
1730	44.666	46.152	47.639	49.125	50.612	52.098	53.585	55.071	56.558
1731	44.667	46.153	47.640	49.126	50.613	52.100	53.586	55.073	56.559
1732	44.668	46.155	47.641	49.128	50.614	52.101	53.587	55.074	56.561
1733	44.669	46.156	47.643	49.129	50.616	52.102	53.589	55.075	56.562
1734	44.669	46.156	47.643	49.130	50.617	52.104	53.591	55.078	56.566
1735	44.670	46.157	47.644	49.131	50.618	52.106	53.593	55.080	56.567
1736	44.671	46.158	47.645	49.132	50.620	52.107	53.594	55.081	56.569
1737	44.672	46.159	47.647	49.134	50.621	52.108	53.596	55.083	56.570
1738	44.673	46.161	47.648	49.135	50.622	52.110	53.597	55.084	56.572
1739	44.674	46.162	47.649	49.136	50.624	52.111	53.598	55.086	56.573
1740	44.676	46.163	47.650	49.138	50.625	52.112	53.600	55.087	56.575
1741	44.677	46.164	47.652	49.139	50.626	52.114	53.601	55.089	56.576
1742	44.678	46.165	47.653	49.140	50.628	52.115	53.603	55.090	56.577
1743	44.679	46.167	47.654	49.142	50.629	52.117	53.604	55.092	56.579
1744	44.680	46.168	47.655	49.143	50.630	52.118	53.605	55.093	56.580
1745	44.679	46.168	47.656	49.144	50.632	52.120	53.608	55.096	56.584
1746	44.681	46.169	47.657	49.145	50.633	52.121	53.609	55.097	56.586
1747	44.682	46.170	47.658	49.146	50.634	52.123	53.611	55.099	56.587
1748	44.683	46.171	47.659	49.148	50.636	52.124	53.612	55.100	56.588
1749	44.684	46.172	47.661	49.149	50.637	52.125	53.613	55.102	56.590
1750	44.685	46.174	47.662	49.150	50.638	52.127	53.615	55.103	56.591
1751	44.686	46.175	47.663	49.151	50.640	52.128	53.616	55.105	56.593
1752	44.688	46.176	47.664	49.153	50.641	52.129	53.618	55.106	56.594
1753	44.689	46.177	47.666	49.154	50.642	52.131	53.619	55.107	56.596
1754	44.690	46.178	47.667	49.155	50.644	52.132	53.621	55.109	56.597
1755	44.691	46.180	47.668	49.157	50.645	52.133	53.622	55.110	56.599
1756	44.690	46.179	47.668	49.157	50.646	52.135	53.624	55.113	56.602
1757	44.691	46.180	47.670	49.159	50.648	52.137	53.626	55.115	56.604
1758	44.693	46.182	47.671	49.160	50.649	52.138	53.627	55.116	56.605
1759	44.694	46.183	47.672	49.161	50.650	52.139	53.629	55.118	56.607
1760	44.695	46.184	47.673	49.162	50.652	52.141	53.630	55.119	56.608
1761	44.696	46.185	47.675	49.164	50.653	52.142	53.631	55.120	56.610
1762	44.697	46.186	47.676	49.165	50.654	52.143	53.633	55.122	56.611
1763	44.698	46.188	47.677	49.166	50.656	52.145	53.634	55.123	56.613
1764	44.700	46.189	47.678	49.168	50.657	52.146	53.636	55.125	56.614
1765	44.701	46.190	47.679	49.169	50.658	52.148	53.637	55.126	56.616
1766	44.702	46.191	47.681	49.170	50.660	52.149	53.638	55.128	56.617
1767	44.703	46.193	47.682	49.171	50.661	52.150	53.640	55.129	56.619
1768	44.702	46.192	47.682	49.172	50.662	52.152	53.642	55.132	56.622
1769	44.703	46.193	47.683	49.173	50.663	52.153	53.643	55.133	56.623
1770	44.705	46.195	47.685	49.175	50.665	52.155	53.645	55.135	56.625
1771	44.706	46.196	47.686	49.176	50.666	52.156	53.646	55.136	56.626
1772	44.707	46.197	47.687	49.177	50.667	52.158	53.648	55.138	56.628
1773	44.708	46.198	47.688	49.179	50.669	52.159	53.649	55.139	56.629
1774	44.709	46.199	47.690	49.180	50.670	52.160	53.650	55.141	56.631
1775	44.710	46.201	47.691	49.181	50.671	52.162	53.652	55.142	56.632
1776	44.711	46.202	47.692	49.182	50.673	52.163	53.653	55.143	56.634
1777	44.713	46.203	47.693	49.184	50.674	52.164	53.655	55.145	56.635
1778	44.714	46.204	47.694	49.185	50.675	52.166	53.656	55.146	56.637
1779	44.715	46.205	47.696	49.186	50.676	52.167	53.657	55.148	56.638
1780	44.714	46.205	47.696	49.187	50.678	52.169	53.660	55.151	56.642
1781	44.715	46.206	47.697	49.188	50.679	52.170	53.661	55.152	56.643
1782	44.716	46.207	47.698	49.189	50.680	52.171	53.662	55.153	56.644
1783	44.717	46.209	47.700	49.191	50.682	52.173	53.664	55.155	56.646
1784	44.719	46.210	47.701	49.192	50.683	52.174	53.665	55.156	56.647
1785	44.720	46.211	47.702	49.193	50.684	52.175	53.667	55.158	56.649
1786	44.721	46.212	47.703	49.194	50.686	52.177	53.668	55.159	56.650
1787	44.722	46.213	47.704	49.196	50.687	52.178	53.669	55.161	56.652
1788	44.723	46.214	47.706	49.197	50.688	52.179	53.671	55.162	56.653
1789	44.724	46.216	47.707	49.198	50.690	52.181	53.672	55.163	56.655
1790	44.726	46.217	47.708	49.199	50.691	52.182	53.673	55.165	56.656
1791	44.725	46.216	47.708	49.200	50.692	52.184	53.676	55.168	56.660
1792	44.726	46.218	47.710	49.201	50.693	52.185	53.677	55.169	56.661
1793	44.727	46.219	47.711	49.203	50.695	52.187	53.679	55.171	56.662
1794	44.728	46.220	47.712	49.204	50.696	52.188	53.680	55.172	56.664
1795	44.729	46.221	47.713	49.205	50.697	52.189	53.681	55.173	56.665
1796	44.730	46.222	47.714	49.207	50.699	52.191	53.683	55.175	56.667
1797	44.732	46.224	47.716	49.208	50.700	52.192	53.684	55.176	56.668
1798	44.733	46.225	47.717	49.209	50.701	52.193	53.685	55.178	56.670
1799	44.734	46.226	47.718	49.210	50.702	52.195	53.687	55.179	56.671
1800	44.735	46.227	47.719	49.212	50.704	52.196	53.688	55.180	56.673
1801	44.736	46.228	47.721	49.213	50.705	52.197	53.690	55.182	56.674
1802	44.737	46.230	47.722	49.214	50.706	52.199	53.691	55.183	56.676
1803	44.736	46.229	47.722	49.215	50.708	52.201	53.693	55.186	56.679
1804	44.738	46.230	47.723	49.216	50.709	52.202	53.695	55.188	56.680
1805	44.739	46.231	47.724	49.217	50.710	52.203	53.696	55.189	56.682
1806	44.740	46.233	47.726	49.219	50.712	52.204	53.697	55.190	56.683
1807	44.741	46.234	47.727	49.220	50.713	52.206	53.699	55.192	56.685
1808	44.742	46.235	47.728	49.221	50.714	52.207	53.700	55.193	56.686
1809	44.743	46.236	47.729	49.222	50.715	52.208	53.702	55.195	56.688
1810	44.744	46.237	47.731	49.224	50.717	52.210	53.703	55.196	56.689
1811	44.745	46.239	47.732	49.225	50.718	52.211	53.704	55.197	56.691
1812	44.747	46.240	47.733	49.226	50.719	52.212	53.706	55.199	56.692
1813	44.748	46.241	47.734	49.227	50.720	52.214	53.707	55.200	56.693
1814	44.749	46.242	47.735	49.229	50.722	52.215	53.708	55.202	56.695
1815	44.748	46.242	47.736	49.229	50.723	52.217	53.711	55.204	56.698
1816	44.749	46.243	47.737	49.231	50.724	52.218	53.712	55.206	56.700
1817	44.750	46.244	47.738	49.232	50.726	52.220	53.713	55.207	56.701
1818	44.751	46.245	47.739	49.233	50.727	52.221	53.715	55.209	56.703
1819	44.752	46.246	47.740	49.234	50.728	52.222	53.716	55.210	56.704
1820	44.754	46.248	47.742	49.236	50.730	52.223	53.717	55.211	56.705
1821	44.755	46.249	47.743	49.237	50.731	52.225	53.719	55.213	56.707
1822	44.756	46.250	47.744	49.238	50.732	52.226	53.720	55.214	56.708
1823	44.757	46.251	47.745	49.239	50.733	52.227	53.721	55.216	56.710
1824	44.758	46.252	47.746	49.240	50.735	52.229	53.723	55.217	56.711
1825	44.759	46.253	47.748	49.242	50.736	52.230	53.724	55.218	56.713
1826	44.760	46.255	47.749	49.243	50.737	52.231	53.726	55.220	56.714
1827	44.759	46.254	47.749	49.244	50.738	52.233	53.728	55.223	56.717
1828	44.761	46.255	47.750	49.245	50.740	52.234	53.729	55.224	56.719
1829	44.762	46.257	47.751	49.246	50.741	52.236	53.731	55.225	56.720
1830	44.763	46.258	47.753	49.247	50.742	52.237	53.732	55.227	56.722
1831	44.764	46.259	47.754	49.249	50.744	52.238	53.733	55.228	56.723
1832	44.765	46.260	47.755	49.250	50.745	52.240	53.735	55.230	56.725
1833	44.766	46.261	47.756	49.251	50.746	52.241	53.736	55.231	56.726
1834	44.767	46.262	47.757	49.252	50.747	52.242	53.737	55.232	56.727
1835	44.768	46.263	47.758	49.254	50.749	52.244	53.739	55.234	56.729
1836	44.770	46.265	47.760	49.255	50.750	52.245	53.740	55.235	56.730
1837	44.771	46.266	47.761	49.256	50.751	52.246	53.741	55.237	56.732
1838	44.770	46.265	47.761	49.257	50.752	52.248	53.744	55.239	56.735
1839	44.771	46.267	47.762	49.258	50.754	52.249	53.745	55.241	56.737
1840	44.772	46.268	47.764	49.259	50.755	52.251	53.746	55.242	56.738
1841	44.773	46.269	47.765	49.260	50.756	52.252	53.748	55.244	56.739
1842	44.774	46.270	47.766	49.262	50.758	52.253	53.749	55.245	56.741
1843	44.775	46.271	47.767	49.263	50.759	52.255	53.751	55.246	56.742
1844	44.776	46.272	47.768	49.264	50.760	52.256	53.752	55.248	56.744
1845	44.778	46.273	47.769	49.265	50.761	52.257	53.753	55.249	56.745
1846	44.779	46.275	47.771	49.267	50.763	52.259	53.755	55.251	56.746
1847	44.780	46.276	47.772	49.268	50.764	52.260	53.756	55.252	56.748
1848	44.781	46.277	47.773	49.269	50.765	52.261	53.757	55.253	56.749
1849	44.782	46.278	47.774	49.270	50.766	52.262	53.759	55.255	56.751
1850	44.781	46.278	47.774	49.271	50.768	52.264	53.761	55.257	56.754
1851	44.782	46.279	47.776	49.272	50.769	52.266	53.762	55.259	56.756
1852	44.783	46.280	47.777	49.273	50.770	52.267	53.764	55.260	56.757
1853	44.784	46.281	47.778	49.275	50.771	52.268	53.765	55.262	56.758
1854	44.786	46.282	47.779	49.276	50.773	52.269	53.766	55.263	56.760
1855	44.787	46.283	47.780	49.277	50.774	52.271	53.768	55.264	56.761
1856	44.788	46.285	47.781	49.278	50.775	52.272	53.769	55.266	56.763
